"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","occurrenceRemarks","recordedBy","month","day","preparationType","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","county","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","previousCatalogNumber","sex"
"771","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2266","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"772","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2227","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,"20","48462","auto",NA,NA,NA
"773","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2252","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"774","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2245","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"775","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2269","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"776","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2271","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"777","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1952","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"778","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2222","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"779","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2221","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"780","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2207","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"781","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2225","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"782","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2244","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"783","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2238","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"784","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2260","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"785","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1951","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"786","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2206","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"787","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2268","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"788","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2270","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"789","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2231","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"790","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2201","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"791","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2254","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"792","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2274","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","19",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"793","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2248","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"794","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2233","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"795","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2273","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","19",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"796","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2257","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"797","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2202","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"798","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1938","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"799","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2212","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"800","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1940","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"801","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2237","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"802","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1943","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"803","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2224","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)",NA,"América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.",NA,NA,NA,"Silva-do-Nascimento, T.F.",NA,NA,NA,NA,"Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"804","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2211","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"805","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2235","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"806","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2217","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"807","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2263","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"808","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2214","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"809","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1949","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"810","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2264","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"811","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2246","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"812","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2213","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"813","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1944","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,"20","48462","auto",NA,NA,NA
"814","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2215","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"815","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2240","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"816","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2272","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"817","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2208","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"818","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2262","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"819","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1939","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"820","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2229","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"821","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2226","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"822","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1946","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"823","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2253","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"824","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2259","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"825","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2219","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
